MERRA_ID,STATE_CODE,SHRP_ID
138385,28,3097
138388,1,1011
138388,28,3018
138388,28,3019
138389,1,4127
138392,1,4073
138392,47,1029
138396,37,1814
138396,45,1008
138397,45,7019
138400,37,2825
138405,37,0801
138405,37,0802
138405,37,0859
138915,6,8201
138922,4,0113
138922,4,0114
138922,4,0115
138922,4,0116
138922,4,0117
138922,4,0118
138922,4,0119
138922,4,0120
138922,4,0121
138922,4,0122
138922,4,0123
138922,4,0124
138922,4,0160
138922,4,0161
138922,4,0162
138922,4,0163
138922,4,0902
138922,4,0903
138922,4,1036
138922,4,A310
138922,4,A320
138922,4,A330
138922,4,A350
138922,4,A390
138922,4,A901
138922,4,A902
138922,4,A903
138924,4,1024
138924,4,1025
138935,35,1005
138948,40,AA62
138948,40,AA63
138949,40,3018
138949,40,7024
138949,40,AA01
138949,40,AA02
138949,40,AA03
138949,40,AA61
138954,5,3059
138954,5,C410
138954,5,C430
138959,5,3011
138960,5,0113
138960,5,0114
138960,5,0115
138960,5,0116
138960,5,0117
138960,5,0118
138960,5,0119
138960,5,0120
138960,5,0121
138960,5,0122
138960,5,0123
138960,5,0124
138963,47,0601
138963,47,0602
138963,47,0603
138963,47,0604
138963,47,0605
138963,47,0606
138963,47,0607
138963,47,0608
138963,47,0661
138963,47,0662
138966,47,3109
138970,47,3110
138970,47,6015
138972,37,1024
138972,37,1803
138973,37,1801
138973,37,5037
138975,37,3008
138977,37,1352
138978,37,0901
138978,37,0902
138978,37,0903
138978,37,1992
138978,37,2824
138978,37,A960
138978,37,A961
138978,37,A962
138978,37,A963
138978,37,A964
138978,37,A965
139489,6,8202
139497,32,1030
139497,32,7084
139509,35,2006
139509,35,2007
139518,48,1061
139518,48,3875
139520,48,1056
139523,40,4163
139528,40,1017
139528,40,4157
139528,40,5021
139536,5,3058
139536,5,4046
139537,29,5403
139537,29,5413
139538,47,2001
139539,47,2008
139543,47,3101
139543,47,9024
139543,47,9025
139543,47,A310
139543,47,A320
139543,47,A330
139543,47,A350
139544,47,3075
139544,47,6022
139544,47,B310
139544,47,B320
139544,47,B330
139544,47,B350
139546,47,1023
139546,47,3108
139546,47,C310
139546,47,C311
139546,47,C320
139546,47,C330
139546,47,C350
139547,47,3104
139550,37,1040
139553,37,0201
139553,37,0202
139553,37,0203
139553,37,0204
139553,37,0205
139553,37,0206
139553,37,0207
139553,37,0208
139553,37,0209
139553,37,0210
139553,37,0211
139553,37,0212
139553,37,0259
139553,37,0260
139553,37,1817
139553,37,2819
139553,37,3807
139555,37,1006
139555,37,3044
139555,37,3816
139556,37,3011
140084,35,1022
140099,40,4164
140100,40,4165
140101,40,0601
140101,40,0602
140101,40,0603
140101,40,0604
140101,40,0605
140101,40,0606
140101,40,0607
140101,40,0608
140101,40,4088
140101,40,C310
140101,40,C320
140101,40,C330
140101,40,C350
140104,40,4155
140104,40,4158
140106,5,3071
140106,5,A310
140106,5,A320
140106,5,A350
140108,29,0501
140108,29,0502
140108,29,0503
140108,29,0504
140108,29,0505
140108,29,0506
140108,29,0507
140108,29,0508
140108,29,0509
140124,47,1028
140128,37,5826
140128,51,2021
140130,37,5827
140130,51,0113
140130,51,0114
140130,51,0115
140130,51,0116
140130,51,0117
140130,51,0118
140130,51,0119
140130,51,0120
140130,51,0121
140130,51,0122
140130,51,0123
140130,51,0124
140130,51,0159
140130,51,2004
140131,37,1802
140135,37,1028
140135,37,1030
140669,8,A410
140669,8,A411
140669,8,A412
140669,8,A413
140669,8,A414
140669,8,A415
140669,8,A430
140669,8,A431
140669,8,A441
140669,8,A442
140669,8,A443
140669,8,A444
140669,8,A445
140669,8,A446
140669,8,A451
140669,8,A452
140669,8,A455
140680,20,1006
140682,29,1008
140682,29,7054
140684,29,0801
140684,29,0802
140684,29,0807
140684,29,0808
140688,29,6067
140695,21,1034
140695,21,B310
140695,21,B320
140695,21,B330
140695,21,B340
140695,21,B350
140699,21,6043
140701,51,1423
140702,51,1419
140704,51,1002
140709,51,1023
140709,51,A310
140709,51,A320
140709,51,A321
140709,51,A330
140709,51,A340
140709,51,A350
140711,51,2564
140711,51,5008
141213,6,2053
141215,6,7455
141215,6,7456
141215,6,B410
141215,6,B411
141215,6,B412
141215,6,B413
141215,6,B420
141215,6,B421
141215,6,B423
141215,6,B430
141215,6,B441
141215,6,B442
141215,6,B443
141215,6,B451
141215,6,B452
141215,6,B453
141216,6,0201
141216,6,0202
141216,6,0203
141216,6,0204
141216,6,0205
141216,6,0206
141216,6,0207
141216,6,0208
141216,6,0209
141216,6,0210
141216,6,0211
141216,6,0212
141216,6,0811
141216,6,0812
141216,6,A805
141216,6,A806
141234,49,1001
141249,20,1010
141249,20,B310
141249,20,B320
141249,20,B330
141249,20,B340
141249,20,B350
141250,20,0101
141250,20,0102
141250,20,0103
141250,20,0104
141250,20,0105
141250,20,0106
141250,20,0107
141250,20,0108
141250,20,0109
141250,20,0110
141250,20,0111
141250,20,0112
141250,20,0159
141250,20,0160
141250,20,0161
141250,20,0162
141250,20,0163
141250,20,0164
141250,20,0901
141250,20,0902
141250,20,0903
141258,29,5503
141258,29,B410
141258,29,B411
141258,29,B430
141267,17,5908
141275,21,1010
141275,21,A310
141275,21,A320
141275,21,A330
141275,21,A340
141275,21,A350
141277,21,1014
141285,51,5009
141285,51,5010
141286,51,1464
141791,6,3042
141792,6,2647
141792,6,7454
141805,49,1004
141805,49,3010
141805,49,A310
141805,49,A320
141805,49,A330
141805,49,A332
141805,49,A350
141805,49,A351
141805,49,A352
141805,49,A361
141805,49,A390
141820,8,2008
141820,8,7781
141820,8,B310
141820,8,B320
141820,8,B330
141820,8,B350
141824,20,3015
141827,20,1009
141828,20,6026
141829,20,4067
141837,29,1005
141837,29,1010
141837,29,A310
141837,29,A320
141837,29,A330
141837,29,A340
141837,29,A350
141837,29,A351
141837,29,AA65
141837,29,AA66
141837,29,AA67
141840,29,0701
141840,29,0702
141840,29,0703
141840,29,0704
141840,29,0705
141840,29,0706
141840,29,0707
141840,29,0708
141840,29,0709
141840,29,0759
141840,29,0760
141840,29,A601
141840,29,A602
141840,29,A603
141840,29,A604
141840,29,A605
141840,29,A606
141840,29,A607
141840,29,A608
141844,18,3031
141844,18,A410
141844,18,A430
141845,18,1037
141845,18,4042
141845,18,5043
141845,18,6012
141846,18,1028
141846,18,A310
141846,18,A320
141846,18,A330
141846,18,A340
141846,18,A350
141848,21,3016
141848,21,A410
141848,21,A430
141850,21,4025
141850,21,6040
141854,54,4003
141855,54,4004
142365,6,2051
142367,6,9049
142371,32,1020
142381,49,1017
142381,49,B310
142381,49,B320
142381,49,B330
142381,49,B331
142381,49,B350
142381,49,B351
142381,49,B352
142381,49,B361
142381,49,B390
142388,8,1053
142388,8,A310
142388,8,A320
142388,8,A330
142388,8,A340
142388,8,A350
142394,8,6002
142409,20,1005
142409,20,A310
142409,20,A320
142409,20,A330
142409,20,A340
142409,20,A350
142413,29,1002
142413,29,AA01
142413,29,AA02
142413,29,AA03
142413,29,AA61
142413,29,AA62
142413,29,AA63
142413,29,AA64
142413,29,B310
142413,29,B320
142413,29,B330
142413,29,B340
142413,29,B350
142413,29,B351
142416,29,5047
142417,17,6050
142418,17,1003
142418,17,4082
142418,17,5020
142418,17,A310
142418,17,A320
142418,17,A330
142418,17,A340
142418,17,A350
142419,17,5453
142430,54,1640
142430,54,7008
142437,51,1417
142439,24,1632
142441,24,1634
142441,24,A310
142441,24,A311
142441,24,A320
142441,24,A330
142441,24,A331
142441,24,A340
142441,24,A350
142940,6,7452
142943,6,6044
142945,32,AA60
142945,32,AA61
142945,32,AA62
142958,49,1006
142958,49,1008
142958,49,7083
142958,49,C310
142958,49,C320
142958,49,C330
142958,49,C331
142958,49,C350
142958,49,C351
142958,49,C352
142958,49,C361
142963,8,1057
142969,8,7780
142981,20,7073
142982,20,0201
142982,20,0202
142982,20,0203
142982,20,0204
142982,20,0205
142982,20,0206
142982,20,0207
142982,20,0208
142982,20,0209
142982,20,0210
142982,20,0211
142982,20,0212
142982,20,0259
142982,20,4054
142982,20,A410
142982,20,A411
142982,20,A412
142982,20,A430
142984,20,4016
142984,20,9037
142984,20,B410
142984,20,B430
142985,20,3013
142985,20,3060
142985,20,4053
142985,20,4063
142986,29,4069
142986,29,5483
142988,29,0901
142988,29,0902
142988,29,0903
142988,29,0959
142988,29,0960
142988,29,0961
142988,29,0962
142988,29,0963
142988,29,0964
142989,29,5473
142992,29,5393
143003,39,3013
143014,11,1400
143014,24,5807
143016,10,0101
143016,10,0102
143016,10,0103
143016,10,0104
143016,10,0105
143016,10,0106
143016,10,0107
143016,10,0108
143016,10,0109
143016,10,0110
143016,10,0111
143016,10,0112
143016,10,0159
143016,10,0160
143016,10,0201
143016,10,0202
143016,10,0203
143016,10,0204
143016,10,0205
143016,10,0206
143016,10,0207
143016,10,0208
143016,10,0209
143016,10,0210
143016,10,0211
143016,10,0212
143016,10,0259
143016,10,0260
143016,10,1450
143016,10,4002
143016,10,5005
143017,10,1201
143520,6,9107
143521,32,1021
143521,32,A310
143521,32,A320
143521,32,A330
143521,32,A350
143521,32,A351
143521,32,A352
143521,32,AA01
143521,32,AA02
143521,32,AA03
143521,32,AA59
143534,49,3011
143536,49,1007
143540,8,7783
143541,8,3032
143545,8,7776
143546,8,7036
143548,8,0501
143548,8,0502
143548,8,0503
143548,8,0504
143548,8,0505
143548,8,0506
143548,8,0507
143548,8,0508
143548,8,0509
143548,8,0559
143548,8,0560
143561,20,4052
143562,29,4036
143567,29,A801
143567,29,A802
143567,29,A807
143567,29,A808
143575,18,5022
143579,39,9006
143582,39,5569
143584,54,5007
143589,24,0501
143589,24,0502
143589,24,0503
143589,24,0504
143589,24,0505
143589,24,0506
143589,24,0507
143589,24,0508
143589,24,0509
143589,24,0559
143589,24,0560
143589,24,0561
143589,24,0562
143589,24,0563
143589,24,0901
143589,24,0902
143589,24,0903
143589,24,0960
143589,24,0961
143589,24,0962
143589,24,2805
143591,24,2401
143592,10,5004
143593,34,1031
144094,6,1253
144094,6,A310
144094,6,A311
144094,6,A320
144094,6,A321
144094,6,A330
144094,6,A340
144094,6,A350
144094,6,A351
144094,6,A352
144094,6,A353
144094,6,A361
144094,6,A362
144094,6,A363
144115,8,1047
144121,8,0213
144121,8,0214
144121,8,0215
144121,8,0216
144121,8,0217
144121,8,0218
144121,8,0219
144121,8,0220
144121,8,0221
144121,8,0222
144121,8,0223
144121,8,0224
144121,8,0259
144121,8,0811
144121,8,0812
144121,8,7035
144121,8,9019
144133,31,0113
144133,31,0114
144133,31,0115
144133,31,0116
144133,31,0117
144133,31,0118
144133,31,0119
144133,31,0120
144133,31,0121
144133,31,0122
144133,31,0123
144133,31,0124
144133,31,0902
144133,31,0903
144133,31,0904
144134,20,7085
144138,29,5000
144138,29,5058
144138,29,5081
144138,29,5091
144138,29,A410
144138,29,A411
144138,29,A430
144139,29,0601
144139,29,0602
144139,29,0603
144139,29,0604
144139,29,0605
144139,29,0606
144139,29,0607
144139,29,0608
144139,29,0659
144139,29,0660
144139,29,0661
144139,29,0662
144139,29,0663
144139,29,0664
144139,29,0665
144139,29,0666
144139,29,7073
144148,17,0601
144148,17,0602
144148,17,0603
144148,17,0604
144148,17,0605
144148,17,0606
144148,17,0607
144148,17,0608
144148,17,0659
144148,17,0660
144148,17,0661
144148,17,0662
144148,17,0663
144148,17,0664
144151,18,2009
144151,18,4021
144152,18,3030
144152,18,A901
144152,18,A902
144152,18,A903
144152,18,A959
144152,18,A960
144152,18,A961
144155,39,4018
144155,39,A410
144155,39,A411
144155,39,A412
144155,39,A430
144156,39,4031
144156,39,9022
144160,39,3801
144160,39,B410
144160,39,B411
144160,39,B412
144160,39,B430
144163,42,1606
144163,42,1608
144163,42,1618
144163,42,C410
144163,42,C411
144163,42,C430
144166,42,1610
144168,42,1613
144168,42,1617
144169,34,1034
144169,34,1638
144169,34,4042
144169,42,5020
144170,34,0501
144170,34,0502
144170,34,0503
144170,34,0504
144170,34,0505
144170,34,0506
144170,34,0507
144170,34,0508
144170,34,0509
144170,34,0559
144170,34,0560
144170,34,0901
144170,34,0902
144170,34,0903
144170,34,0960
144170,34,0961
144170,34,0962
144170,34,1011
144666,6,2040
144667,6,2041
144678,32,0101
144678,32,0102
144678,32,0103
144678,32,0104
144678,32,0105
144678,32,0106
144678,32,0107
144678,32,0108
144678,32,0109
144678,32,0110
144678,32,0111
144678,32,0112
144678,32,0201
144678,32,0202
144678,32,0203
144678,32,0204
144678,32,0205
144678,32,0206
144678,32,0207
144678,32,0208
144678,32,0209
144678,32,0210
144678,32,0211
144678,32,0259
144686,49,7086
144686,49,D410
144686,49,D430
144686,49,D431
144686,49,D440
144686,49,D441
144686,49,D443
144686,49,D444
144686,49,D445
144686,49,D446
144686,49,D448
144686,49,D449
144686,49,D450
144686,49,D451
144686,49,D452
144686,49,D454
144686,49,D455
144686,49,D459
144686,49,D460
144686,49,D461
144686,49,D462
144687,49,0803
144687,49,0804
144687,49,7085
144687,49,E410
144687,49,E430
144687,49,E431
144687,49,E440
144687,49,E441
144687,49,E443
144687,49,E444
144687,49,E445
144687,49,E446
144687,49,E448
144687,49,E449
144687,49,E450
144687,49,E451
144687,49,E452
144687,49,E454
144687,49,E455
144687,49,E456
144687,49,E458
144687,49,E459
144687,49,E460
144687,49,E461
144687,49,E462
144692,8,1029
144697,8,9020
144700,8,6013
144705,31,1030
144705,31,A310
144705,31,A320
144705,31,A330
144705,31,A340
144705,31,A350
144705,31,A351
144705,31,A352
144705,31,A353
144706,31,6700
144707,31,3018
144710,31,3028
144710,31,A410
144710,31,A430
144719,19,0101
144719,19,0102
144719,19,0103
144719,19,0104
144719,19,0105
144719,19,0106
144719,19,0107
144719,19,0108
144719,19,0109
144719,19,0110
144719,19,0111
144719,19,0112
144719,19,0159
144722,17,5423
144723,17,5217
144723,17,9327
144724,17,5849
144725,18,3002
144726,18,0901
144726,18,0902
144726,18,0904
144726,18,0905
144726,18,5518
144728,18,9020
144732,39,0101
144732,39,0102
144732,39,0103
144732,39,0104
144732,39,0105
144732,39,0106
144732,39,0107
144732,39,0108
144732,39,0109
144732,39,0110
144732,39,0111
144732,39,0112
144732,39,0159
144732,39,0160
144732,39,0201
144732,39,0202
144732,39,0203
144732,39,0204
144732,39,0205
144732,39,0206
144732,39,0207
144732,39,0208
144732,39,0209
144732,39,0210
144732,39,0211
144732,39,0212
144732,39,0259
144732,39,0260
144732,39,0261
144732,39,0262
144732,39,0263
144732,39,0264
144732,39,0265
144732,39,0809
144732,39,0810
144732,39,0901
144732,39,0902
144732,39,0903
144732,39,A803
144732,39,A804
144739,42,7025
144742,42,1598
144744,42,3044
144744,42,9027
144745,34,1033
144745,34,6057
144746,34,0801
144746,34,0802
144746,34,0859
144746,34,0860
145245,6,3030
145257,32,3010
145257,32,A410
145257,32,A420
145257,32,A430
145257,32,A451
145257,32,A452
145257,32,A453
145257,32,A454
145257,32,A455
145257,32,A456
145257,32,A457
145257,32,A458
145257,32,A459
145257,32,A460
145257,32,A461
145257,32,A462
145257,32,A463
145257,32,A464
145258,32,2027
145258,32,3013
145258,32,7000
145258,32,B310
145258,32,B320
145258,32,B330
145258,32,B340
145258,32,B350
