STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CONSTRUCTION_NO,GATOR_CRACK_A_L,GATOR_CRACK_A_M,GATOR_CRACK_A_H,BLK_CRACK_A_L,BLK_CRACK_A_M,BLK_CRACK_A_H,EDGE_CRACK_L_L,EDGE_CRACK_L_M,EDGE_CRACK_L_H,LONG_CRACK_WP_L_L,LONG_CRACK_WP_L_M,LONG_CRACK_WP_L_H,LONG_CRACK_WP_SEAL_L_L,LONG_CRACK_WP_SEAL_L_M,LONG_CRACK_WP_SEAL_L_H,LONG_CRACK_NWP_L_L,LONG_CRACK_NWP_L_M,LONG_CRACK_NWP_L_H,LONG_CRACK_NWP_SEAL_L_L,LONG_CRACK_NWP_SEAL_L_M,LONG_CRACK_NWP_SEAL_L_H,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,TRANS_CRACK_SEAL_L_L,TRANS_CRACK_SEAL_L_M,TRANS_CRACK_SEAL_L_H,PATCH_NO_L,PATCH_NO_M,PATCH_NO_H,PATCH_A_L,PATCH_A_M,PATCH_A_H,POTHOLES_NO_L,POTHOLES_NO_M,POTHOLES_NO_H,POTHOLES_A_L,POTHOLES_A_M,POTHOLES_A_H,SHOVING_NO,SHOVING_A,BLEEDING,POLISH_AGG_A,RAVELING,PUMPING_NO,PUMPING_L,OTHER,SURVEY_WIDTH,WP_LENGTH_CRACKED,TRANS_CRACK_L_GT183
17,Illinois,0659,10/21/2004,7,62.5999984741211,95.4000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6000003814697,0,305,0,0,0,101,4,7,69.6999969482422,9.10000038146973,15,0,0,0,2,0,2,13.3999996185303,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,199.399993896484,31.5
17,Illinois,0663,10/22/2004,4,0,0,0,0,564.299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
83,Manitoba,1801,11/08/1999,3,51.5999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,20,1,0,65.0999984741211,3,0,0,0,1,0,0,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,509.600006103516,0,0,RAVELLING THROUGHOUT NO SHOULDER,3.70000004768372,142.300003051758,66.1999969482422
27,Minnesota,1018,04/22/2003,5,10.3000001907349,0,0,0,0,0,0,0,0,4.40000009536743,2.79999995231628,0,0,0,0,181.199996948242,12.5,0,0,0,0,8,15,8,10.8000001907349,54.4000015258789,29.2000007629395,1.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SECTION SEALED SINCE LAST SURVEY,3.70000004768372,43,87.3000030517578
21,Kentucky,1014,12/15/1994,3,0,0,0,0,0,0,0,0,0,4.30000019073486,0,0,0,0,0,0,0,0.400000005960464,0,0,0,19,0,0,9.80000019073486,0,0,0,0,0,0,0,3,0,0,1.60000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,CORINGS AT 105-110M & 402-406M CONCRETE PATCHES AT CORE HOLES,3.70000004768372,4.30000019073486,0
18,Indiana,0661,06/26/1991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLEEDING DELETED FROM SURVEY -RECENT OVERLAY,3.70000004768372,0,0
18,Indiana,0660,06/21/2004,4,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.59999990463257,304.799987792969,0
20,Kansas,6026,05/11/2005,3,0,214.600006103516,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9000015258789,0,0,0,0,0,1,0,0,0.400000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MODERATE FATIGUE WAS EVIDENT IN EARLY MORNING,3.70000004768372,304.799987792969,0
29,Missouri,A351,05/12/2005,2,20.6000003814697,0.400000005960464,11.8999996185303,0,0,0,0,0,0,0,0,0,0,0,0,145.5,19.5,9.30000019073486,0,0,0,45,2,0,50.9000015258789,2.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,,3.70000004768372,113.300003051758,14
20,Kansas,0112,06/21/2005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
20,Kansas,0106,06/20/2005,3,0.100000001490116,0,0,0,0,0,0,0,0,0.600000023841858,0,0,0,0,0,122.400001525879,15.3000001907349,0,0,0,0,10,0,0,7.80000019073486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,1.60000002384186,0
20,Kansas,0108,06/20/2005,3,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.100006103516,15.3000001907349,0,0,0,0,5,0,0,6.69999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.59999990463257,1.60000002384186,0
20,Kansas,0103,06/22/2005,2,11.1000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.900001525879,0,0,0,0,0,2,3,0,1.29999995231628,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,37,2.70000004768372
20,Kansas,0104,06/22/2005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
27,Minnesota,0502,06/07/2005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,204.800003051758,0,0,0,1,2,21,0.899999976158142,1.20000004768372,33.0999984741211,0,0,0,0,0,43,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,PATCHING ADJUSTED DURING REVIEW FOR CN'S.,3.70000004768372,0,21.3999996185303
27,Minnesota,0503,06/07/2005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69999980926514,275.399993896484,0,0,0,1,2,23,0.600000023841858,4.40000009536743,80.9000015258789,0,0,0,0,0,2,0,0,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,83.9000015258789
27,Minnesota,0504,06/06/2005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.600006103516,0,0,0,0,2,22,0,3.40000009536743,53.0999984741211,0,0,0,0,0,26,0,0,6.69999980926514,0,0,0,0,0,0,0,0,0,0,557.599975585938,0,0,,3.70000004768372,0,44.0999984741211
27,Minnesota,0505,06/07/2005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40000009536743,0,305,0,0,0,0,2,17,0,0.699999988079071,20.6000003814697,0,0,0,2,0,39,0.200000002980232,0,18.7999992370605,0,0,0,0,0,0,0,0,0,0,560.5,0,0,,3.79999995231628,0,11.5
27,Minnesota,0506,06/07/2005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,3,2,33,2.79999995231628,2.40000009536743,63,0,0,0,0,0,50,0,0,13.1999998092651,0,0,0,0,0,0,0,0,0,0,559.200012207031,0,0,,3.79999995231628,0,47.7999992370605
19,Iowa,0103,06/29/2005,3,5.80000019073486,1.70000004768372,2.29999995231628,0,0,0,0,0,0,0,0,0,0,0,0,29.6000003814697,15,88.8000030517578,0,0,0,5,6,0,3.90000009536743,8.60000038146973,0,0,0,0,0,3,5,0,114.900001525879,96.3000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,59.5,6.19999980926514
19,Iowa,0107,06/29/2005,3,21.6000003814697,1.10000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8999996185303,180,0,0,0,0,32,0,0,21.3999996185303,0,0,0,0,0,1,0,0,18.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,146.100006103516,3.59999990463257
27,Minnesota,0501,06/06/2005,5,0.100000001490116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.600000023841858,296.700012207031,0,0,0,4,2,11,1.60000002384186,4.40000009536743,32.7000007629395,0,0,0,0,0,18,0,0,27.8999996185303,0,0,1,0,0,0.180000007152557,0,0,100.199996948242,0,451.399993896484,0,0,,3.79999995231628,0.800000011920929,34
20,Kansas,6026,06/15/2005,3,0,179.899993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9000015258789,0,0,0,0,0,1,0,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,304.799987792969,0
27,Minnesota,2023,07/20/2005,3,7.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5999984741211,0,0,0,0,0,9,9,1,27.1000003814697,32.5,3.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,69.1999969482422,61.9000015258789
27,Minnesota,1020,07/20/2005,3,4.90000009536743,0,2.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,24.8999996185303,23,0,0,0,0,17,9,2,21.7999992370605,27,7.40000009536743,0,0,0,0,0,0,0,0,0,1,0,0,0.119999997317791,0,0,0,0,,,,1,24.2999992370605,,3.70000004768372,67,43.7000007629395
27,Minnesota,2018,07/21/2005,4,22.8999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,137.300003051758,0,0,0,2,3,30,1.89999997615814,7.5,97.3000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.59999990463257,149.800003051758,103.699996948242
27,Minnesota,0507,06/06/2005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,1,16,0,0.800000011920929,23.6000003814697,0,0,0,0,0,15,0,0,7.59999990463257,0,0,0,0,0,0,0,0,0,0,579.5,0,0,,3.79999995231628,0,17.2999992370605
27,Minnesota,0560,06/06/2005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,152.300003051758,0,0,0,1,1,24,1,1.79999995231628,51.2999992370605,0,0,0,0,1,25,0,0.200000002980232,53.9000015258789,0,0,0,0,0,0,0,0,0,0,525.400024414063,0,0,,3.79999995231628,0,43.5999984741211
27,Minnesota,0559,06/06/2005,5,0.899999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.100006103516,0,0,0,1,3,30,0.600000023841858,5.59999990463257,87,0,0,0,0,0,9,0,0,2.79999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,3,83
27,Minnesota,0509,06/07/2005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,202.800003051758,0,0,0,4,5,18,7.69999980926514,7.90000009536743,50.7000007629395,0,0,0,0,0,14,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,56.2999992370605
27,Minnesota,0561,06/06/2005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89999997615814,4.19999980926514,273,0,0,0,0,2,33,0,1.39999997615814,76.5,0,0,0,1,0,10,0.100000001490116,0,1.70000004768372,0,0,0,0,0,0,0,0,0,0,577.700012207031,0,0,,3.79999995231628,0,68
27,Minnesota,0508,06/07/2005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.899993896484,0,0,0,1,12,16,0.600000023841858,39.5,50.2000007629395,0,0,0,0,0,9,0,0,2.29999995231628,0,0,0,0,0,0,0,0,0,0,45.7999992370605,0,0,,3.70000004768372,0,87.9000015258789
20,Kansas,0159,06/20/2005,2,91.6999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0999984741211,7.69999980926514,0,0,0,0,4,0,0,2.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.59999990463257,275,0
20,Kansas,0111,06/21/2005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.400001525879,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
20,Kansas,0109,06/20/2005,3,1.89999997615814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.199996948242,5.69999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,9.39999961853027,0
20,Kansas,0105,06/21/2005,6,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3000030517578,64.5,0,0,0,0,1,0,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.199996948242,0,0,,3.59999990463257,33.2999992370605,0
39,Ohio,0160,06/21/2006,1,0,122,0,0,442.299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,304.799987792969,0
39,Ohio,0159,06/21/2006,4,0,0,0,0,0,466.899993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,65.4000015258789,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
46,South Dakota,0601,05/18/2006,10,0,0,0,0,0,0,0,0,0,2.5,0,8.19999980926514,2.5,0,8.19999980926514,60.2000007629395,0,91.0999984741211,0,0,91.0999984741211,6,0,12,6.59999990463257,0,33.7000007629395,0,0,33.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRACK SEALING PERFORMED SINCE LAST VISIT,3.70000004768372,10.6999998092651,29.2000007629395
46,South Dakota,0605,05/18/2006,9,0.400000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2000007629395,0,139.5,0,0,139.5,12,0,24,13.5,0,75.4000015258789,0,0,72.5999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW CRACK SEALING,3.70000004768372,3.5,76.5999984741211
46,South Dakota,0602,05/18/2006,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5999984741211,0,72.3000030517578,0,0,72.3000030517578,9,0,23,5.69999980926514,0,78.9000015258789,0,0,78.9000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW SEALANT,3.70000004768372,0,77.1999969482422
46,South Dakota,0604,05/17/2006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,244,0,0,0,0,7,25,0,13.6000003814697,92.5,0,0,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,101.199996948242
55,Wisconsin,B903,07/28/2004,3,2,5.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,179,137.300003051758,0,0,0,0,5,19,0,6.30000019073486,65.1999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEGIN OF FATIGUE.  CLOSE COMPARISON WITH PREVIOUS SURVEY.,3.59999990463257,38.5,62.2999992370605
55,Wisconsin,B909,07/27/2004,4,0,164.600006103516,0,0,0,0,0,0,0,0,0,0,0,0,0,6,152.5,152.5,0,0,0,0,7,23,0,20.2000007629395,54.9000015258789,0,0,0,0,0,1,0,0,0.100000001490116,0,0,0,0,0,0,0,0,0.100000001490116,0,154,0,0,REDUCTION IN TRANSVERSE CRACKING LENGH- INCREASE IN FATIGUE.,3.59999990463257,268.299987792969,75.0999984741211
55,Wisconsin,0121,07/21/2004,1,11.3000001907349,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,210.600006103516,0,0,0,0,0,3,0,0,1.60000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.899993896484,0,0,0,0,BLEEDING IN BOTH WHEEL PATHS THROUGHOUT,3.70000004768372,37.0999984741211,0
55,Wisconsin,0122,07/21/2004,1,2.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.699996948242,0,37.2000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.399993896484,0,0,0,0,BLEEDING IN BOTH WHEEL PATHS THROUGHOUT,3.79999995231628,8.5,0
55,Wisconsin,C901,07/23/2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.399993896484,17.2000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPERPAVE,3.70000004768372,0,0
55,Wisconsin,B907,07/27/2004,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,137.199996948242,167.699996948242,0,0,0,0,4,20,0,4.40000009536743,64.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPERPAVE.  GOOD COMPARISON WITH LAST SURVEY.  NO AGGREGATE IN PATCHES -SEALANT,3.59999990463257,33.4000015258789,64.5
55,Wisconsin,B908,07/27/2004,3,0,18.7999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,257.299987792969,91.5,0,0,0,0,8,23,2,26.5,81,7.19999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHIPSEAL. NO AGGREGATE IN PATCHES (SEALANT)  FATIGUE RATED FOR FIRST TIME.,3.59999990463257,72.4000015258789,111.599998474121
83,Manitoba,A310,04/27/2004,4,28.2999992370605,89.4000015258789,8,0,0,0,21.3999996185303,40.2000007629395,0,0,0,0,0,0,0,0,137.300003051758,15.3000001907349,0,0,0,1,8,12,0.5,18.8999996185303,34.7000007629395,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,564.299987792969,0,0,,3.70000004768372,304.799987792969,52.2000007629395
19,Iowa,0608,08/23/1989,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SURVEY DATE CHANGED,3.70000004768372,0,0
17,Illinois,0662,10/20/2004,8,51.5999984741211,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2000007629395,37,305,0,0,0,39,9,2,45.5,28,6.90000009536743,0,0,0,0,0,2,0,0,7.80000019073486,0,0,0,0,0,0,0,0,0,0,0,2,2,REVIEWED AND UPDATED DURING D-61 PROCESS.,3.70000004768372,175.600006103516,61.0999984741211
17,Illinois,0607,10/21/2004,6,101.900001525879,24.3999996185303,4.40000009536743,148.199996948242,171.899993896484,0,0,0,0,0,0,0,0,0,0,2,0,79.6999969482422,0,0,0,18,4,0,9.30000019073486,7.19999980926514,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,10.8000001907349,"HIGH NON WP LONG CRACKING AT CENTER LINE, EDGE OF PAVEMENT NOT INCLUDED IN BLOCK",3.70000004768372,266,5.5
17,Illinois,0664,10/22/2004,4,91.3000030517578,9.19999980926514,0,357.399993896484,43.7999992370605,0,0,0,0,0,0,0,0,0,0,0,30.5,15.3000001907349,0,0,0,10,1,0,5.30000019073486,1.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HIGH NON WP LONG CRACKING AT CENTER LINE, EDGE OF PAVEMENT INCLUDED IN BLOCK",3.70000004768372,235.699996948242,0
29,Missouri,B340,05/04/1993,1,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30.2999992370605,0,0,0,0,5,2,0,6.5,5.90000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300000011920929,0,0,0,0,,3.70000004768372,1.5,9.60000038146973
26,Michigan,0659,06/02/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
26,Michigan,0608,06/02/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
26,Michigan,0607,06/02/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.40000009536743,0,0
26,Michigan,0603,06/02/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,6,1,0,12.8999996185303,3.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRANSVERSE CRACKS ARE ALL LOCATED OVER EXISTING JOINTS,3.79999995231628,0,14.1000003814697
26,Michigan,0604,06/02/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,10,0,0,34.0999984741211,0,0,33.2999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,0,0,0,0,,3.70000004768372,0,33.2999992370605
26,Michigan,0606,06/02/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,13.6000003814697
55,Wisconsin,B909,11/15/1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,7,5,0,19.7999992370605,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,37
17,Illinois,7937,07/29/1994,2,0,0,0,0,0,0,0,0,0,51.5,0,0,0,0,0,292,0,0,0,0,0,29,13,1,63.7000007629395,48.0999984741211,3.70000004768372,0,0,0,7,1,0,4.80000019073486,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,51.5,107.400001525879
27,Minnesota,A310,11/08/1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
27,Minnesota,A320,11/08/1990,2,0,0,0,0,0,0,0,0,0,52.0999984741211,0,0,0,0,0,78.8000030517578,0,0,0,0,0,68,0,0,177.100006103516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,"REVIEWED AND UPDATED DURING D-61, JAN 2016.",3.70000004768372,52.0999984741211,149.100006103516
27,Minnesota,A330,11/08/1990,2,0,0,0,564.299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.400024414063,0,0,,3.90000009536743,0,0
27,Minnesota,A340,11/08/1990,1,0,0,0,574.799987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.90000009536743,0,0
27,Minnesota,A350,11/08/1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,48.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,47.2999992370605
27,Minnesota,C310,06/15/1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,25,4,0,90,14.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.70000004768372,0,104.599998474121
27,Minnesota,B310,11/07/1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89999997615814,0,0,,3.70000004768372,0,0
27,Minnesota,B320,11/07/1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6000003814697,0,0,0,0,0,34,0,0,106.699996948242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,96.5
27,Minnesota,B330,11/07/1990,2,0,0,0,0,0,0,0,0,0,6.40000009536743,0,0,0,0,0,246.600006103516,0,0,0,0,0,42,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.90000009536743,6.40000009536743,112.099998474121
27,Minnesota,B340,11/07/1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,47,0,0,128.600006103516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.400024414063,0,0,,3.90000009536743,0,114.599998474121
27,Minnesota,B350,11/07/1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,77.6999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,62.9000015258789
27,Minnesota,B310,06/18/1992,3,0.100000001490116,0,0,0,0,0,0,0,0,23,0,0,0,0,0,82.8000030517578,12.1999998092651,0,25,0,0,12,18,0,35.4000015258789,63.7000007629395,0,5.19999980926514,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,42.4000015258789,94.5
27,Minnesota,B320,06/18/1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4000015258789,3.59999990463257,0,0,0,0,12,26,7,21.2999992370605,80.1999969482422,29.2999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,122
27,Minnesota,B330,06/18/1992,2,4.40000009536743,0,0,0,0,0,0,0,0,0,3.20000004768372,0,0,3.20000004768372,0,0.899999976158142,243.600006103516,0,0,243.600006103516,0,3,38,0,4.59999990463257,124,0,1.20000004768372,96.5999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,20.5,128.100006103516
27,Minnesota,B340,06/18/1992,1,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,77.4000015258789,0,0,0,0,17,27,7,25,89.9000015258789,29.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,8.39999961853027,129.300003051758
27,Minnesota,B350,06/18/1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.300003051758,0,0,0,0,0,12,17,6,25.8999996185303,57,21.8999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,97.1999969482422
