STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CONSTRUCTION_NO,GATOR_CRACK_A_L,GATOR_CRACK_A_M,GATOR_CRACK_A_H,BLK_CRACK_A_L,BLK_CRACK_A_M,BLK_CRACK_A_H,EDGE_CRACK_L_L,EDGE_CRACK_L_M,EDGE_CRACK_L_H,LONG_CRACK_WP_L_L,LONG_CRACK_WP_L_M,LONG_CRACK_WP_L_H,LONG_CRACK_WP_SEAL_L_L,LONG_CRACK_WP_SEAL_L_M,LONG_CRACK_WP_SEAL_L_H,LONG_CRACK_NWP_L_L,LONG_CRACK_NWP_L_M,LONG_CRACK_NWP_L_H,LONG_CRACK_NWP_SEAL_L_L,LONG_CRACK_NWP_SEAL_L_M,LONG_CRACK_NWP_SEAL_L_H,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,TRANS_CRACK_SEAL_L_L,TRANS_CRACK_SEAL_L_M,TRANS_CRACK_SEAL_L_H,PATCH_NO_L,PATCH_NO_M,PATCH_NO_H,PATCH_A_L,PATCH_A_M,PATCH_A_H,POTHOLES_NO_L,POTHOLES_NO_M,POTHOLES_NO_H,POTHOLES_A_L,POTHOLES_A_M,POTHOLES_A_H,SHOVING_NO,SHOVING_A,BLEEDING,POLISH_AGG_A,RAVELING,PUMPING_NO,PUMPING_L,OTHER,SURVEY_WIDTH,WP_LENGTH_CRACKED,TRANS_CRACK_L_GT183
10,Delaware,0106,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.70000004768372,0,0
10,Delaware,0159,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE OVERLAY,3.70000004768372,0,0
10,Delaware,0109,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.70000004768372,0,0
10,Delaware,0110,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.70000004768372,0,0
10,Delaware,0108,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.70000004768372,0,0
10,Delaware,0104,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.79999995231628,0,0
10,Delaware,0112,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.70000004768372,0,0
85,Newfoundland,1808,08/30/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.800003051758,0,0,0,0,,3.70000004768372,0,0
89,Quebec,0903,09/09/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
89,Quebec,0902,09/09/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
89,Quebec,0901,09/09/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAVEMENT IN GOOD CONDITION,3.70000004768372,0,0
89,Quebec,A903,09/10/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAVEMENT IN GOOD CONDITION,3.70000004768372,0,0
89,Quebec,A902,09/10/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAVEMENT IN GOOD CONDITION,3.70000004768372,0,0
89,Quebec,A901,09/10/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAVEMENT IN GOOD CONDITION,3.79999995231628,0,0
89,Quebec,1127,09/03/1998,3,4.19999980926514,8.39999961853027,0,0,0,0,0,0,0,1.39999997615814,0,0,0,0,0,10.3000001907349,126,0,0,0,0,16,5,0,22.6000003814697,13.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,,3.79999995231628,52.5999984741211,18.5
34,New Jersey,0801,08/25/1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1999969482422,0,0,,3.70000004768372,0,0
34,New Jersey,0859,08/25/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6000003814697,0,0,,3.70000004768372,0,0
34,New Jersey,0860,08/25/1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6000003814697,0,0,,3.70000004768372,0,0
34,New Jersey,0802,08/25/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.59999990463257,0,0
42,Pennsylvania,1618,08/11/1998,2,0,5.19999980926514,0,0,0,0,0,0,0,11.3999996185303,0,0,10.6999998092651,0,0,200.100006103516,0,0,200.100006103516,0,0,25,1,0,21.2999992370605,0.5,0,12.3000001907349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.700012207031,0,0,,3.5,23.7999992370605,6
51,Virginia,1417,08/12/1998,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW OVERLAY,3.90000009536743,0,0
51,Virginia,1423,08/13/1998,2,6,7.19999980926514,0,0,0,0,15.1999998092651,128.5,0,1.10000002384186,0,0,0,0,0,1.70000004768372,2.09999990463257,152.5,0,0,0,1,0,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,,3.79999995231628,25.5,0
37,North Carolina,A960,08/11/1998,1,12.8999996185303,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISCOLOURING AT BOTH WHEEL PATHS,3.59999990463257,76.1999969482422,0
37,North Carolina,A961,08/11/1998,1,0,0,0,0,0,0,0,0,0,21.7999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISCOLOURING AT BOTH WHEEL PATHS,3.70000004768372,21.7999992370605,0
37,North Carolina,A962,08/12/1998,1,7.59999990463257,0,0,0,0,0,0,0,0,15.3999996185303,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.10000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.8000001907349,,3.79999995231628,30.6000003814697,0
87,Ontario,0903,08/03/2005,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,142.800003051758,0,0,0,6,14,2,6.80000019073486,25.3999996185303,5.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,55.7999992370605,24.7000007629395
34,New Jersey,0506,12/03/2005,2,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.300003051758,63.7999992370605,0,0,0,10,0,0,5.30000019073486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.5,0,0,,3.70000004768372,3.09999990463257,0
34,New Jersey,0509,12/03/2005,2,107.5,0,7.59999990463257,411,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,3.70000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.200012207031,0,0,,3.70000004768372,213.800003051758,0
34,New Jersey,0508,12/03/2005,2,12.3000001907349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,51,1,0,33.2000007629395,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,,3.79999995231628,26.5,3.70000004768372
34,New Jersey,0503,12/03/2005,2,11.8999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,43,11,3,30.5,13.1999998092651,6.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0999984741211,0,0,,3.70000004768372,77.8000030517578,7.90000009536743
34,New Jersey,0507,12/03/2005,2,7.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,26,0,0,15.1000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,3.79999995231628,15,0
37,North Carolina,0801,08/23/2006,1,416.299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60000038146973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10000038146973,0,0,,3.20000004768372,304.799987792969,0
37,North Carolina,0859,08/23/2006,1,353.299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.300000011920929,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7999992370605,0,0,,3.29999995231628,258.799987792969,0
37,North Carolina,0802,08/23/2006,1,318.299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10000038146973,0,0,,3.09999990463257,232.800003051758,0
89,Quebec,0901,09/12/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9000015258789,0,0,0,0,0,1,0,1,1,0,3.70000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7000007629395,0,0,,3.70000004768372,0,3.70000004768372
36,New York,0801,07/31/2001,1,53.7999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5999984741211,74.8000030517578,36.2000007629395,0,0,0,1,0,0,0.400000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,92.8000030517578,0
36,New York,0859,07/31/2001,1,2.5,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,37.7000007629395,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW NON WHEEL PATH LONG CRACKING AT FOGLINE CAUSED BY PAINT,3.70000004768372,8.5,0
87,Ontario,1622,09/28/2001,2,2.40000009536743,0,0,0,0,0,0,0,0,2.09999990463257,0,0,0,0,0,0,0,0,0,0,0,20,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,THERMAL CRACKING ALONG FOGLINE AND CENTRE LINE,3.70000004768372,13.1000003814697,39.2000007629395
23,Maine,1009,07/25/2001,2,5.5,0,0,0,0,0,0,0,0,48.2000007629395,0,0,0,0,0,181.100006103516,37.2000007629395,0,0,0,0,7,1,0,11,3.79999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.59999990463257,75.3000030517578,10.1000003814697
34,New Jersey,1030,09/26/2001,3,14.8000001907349,6.90000009536743,0,0,0,0,0,0,0,27,0,0,0,0,0,98.0999984741211,0,0,0,0,0,9,1,0,11.8000001907349,3.90000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6000003814697,0,0,COARSE SURFACE/ PAVED ONLY UP TO 4+86,3.79999995231628,68.5,3.90000009536743
33,New Hampshire,1001,09/27/2001,2,32,102.400001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,53,2,0,37.5999984741211,1.5,0,0,0,0,1,0,0,183.899993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW OVERLAY BEGINS AT 3+37 to 5+00 (PATCH),3.70000004768372,202.600006103516,0
23,Maine,1028,08/08/2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,0,0,0,0,0,3,0,0,5.80000019073486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,3.09999990463257
23,Maine,1026,08/09/2001,2,18.5,4.09999990463257,0,0,0,0,0,0,0,1.5,0,0,0,0,0,137.600006103516,80.1999969482422,0,0,0,0,1,5,1,0.400000005960464,4.40000009536743,3.70000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,,3.70000004768372,53.2999992370605,3.70000004768372
85,Newfoundland,1803,08/30/2001,2,30.2999992370605,12.6000003814697,4,0,0,0,0,0,0,2.09999990463257,0,0,0,0,0,10.8000001907349,8.30000019073486,12.1999998092651,0,0,0,3,0,2,2.09999990463257,0,7.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7999992370605,0,0,,3.79999995231628,56.2000007629395,7.59999990463257
89,Quebec,1127,09/11/2001,3,33.4000015258789,0,26.8999996185303,0,0,0,0,0,0,0,3,0,0,0,0,2.40000009536743,10.3999996185303,171.5,0,0,0,13,8,14,13.8000001907349,13.1999998092651,30.1000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.700012207031,0,0,,3.59999990463257,107.900001525879,34.9000015258789
85,Newfoundland,1801,08/28/2001,1,0,0,8.19999980926514,0,0,0,0,0,0,0,0,0,0,0,0,82.5999984741211,6.80000019073486,0,41.0999984741211,0,0,1,0,0,1.60000002384186,0,0,1.60000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NOTICEABLE WHEEL RUTS, NWP LONG. CRACKING CAUSED BY PAINT THINNER",3.79999995231628,17.6000003814697,0
34,New Jersey,0501,10/30/2001,4,14.6999998092651,89.6999969482422,255.399993896484,0,0,0,0,0,0,0.5,0,0,0,0,0,1.5,32.5,305,0,0,0,39,65,13,23,58.2999992370605,13.1999998092651,0,0,0,0,1,6,0,0.100000001490116,7.19999980926514,0,0,0,0,0,0,1,6,244,0,0,13,6.5,,3.5,243.5,11.1999998092651
9,Connecticut,5001,08/16/2001,2,0,0,0,0,0,0,0,0,0,1.70000004768372,0,0,0,0,0,66.0999984741211,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.5,0,0,,3.79999995231628,1.70000004768372,0
23,Maine,7023,08/02/2001,1,5.40000009536743,0,0,0,0,0,0,0,0,16.5,15.6999998092651,0,0,0,0,22.2999992370605,0,299.600006103516,0,0,0,29,2,4,18.2000007629395,4.80000019073486,15.1999998092651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGED FOR D-24,3.79999995231628,36.7999992370605,30.3999996185303
36,New York,0802,07/31/2001,1,18.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,132.100006103516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOW NON WP CRACKING AT EDGE OF PAVEMENT MAY BE CAUSED BY PAINT, BUT IS A CRACK",3.70000004768372,25,0
34,New Jersey,0509,04/25/2009,2,69.1999969482422,114.099998474121,3.09999990463257,192.699996948242,113.699996948242,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,8,2,0,3.90000009536743,1,0,0,0,0,0,0,1,0,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,256,0
34,New Jersey,0506,04/25/2009,2,18.1000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,241.800003051758,0,0,0,0,66,0,0,33.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,0,0,,3.70000004768372,49,0
34,New Jersey,0502,04/25/2009,4,15.1999998092651,58.2999992370605,52.7999992370605,0,171,0,0,0,0,0,0,0,0,0,0,30.5,30.5,106.800003051758,0,0,0,55,9,1,56.0999984741211,12.1999998092651,2.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2999992370605,0,0,,3.70000004768372,169,14.6999998092651
34,New Jersey,0560,04/26/2009,2,46.5,184.300003051758,36,0,0,0,0,0,0,0,0,0,0,0,0,94.1999969482422,13.5,139,0,0,0,16,12,0,8.39999961853027,10.6000003814697,0,0,0,0,0,3,0,0,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,304.799987792969,0
34,New Jersey,0559,04/26/2009,2,104.599998474121,116.599998474121,7.19999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,274.5,0,0,0,81,6,0,46.2999992370605,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,285.200012207031,8.89999961853027
34,New Jersey,0504,04/26/2009,2,18.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,162.5,0,0,0,49,10,0,24.3999996185303,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,68.5,27.1000003814697
34,New Jersey,0505,04/26/2009,2,39.7000007629395,4.19999980926514,2.29999995231628,0,0,0,0,0,0,0,0,0,0,0,0,28.3999996185303,48.9000015258789,159.5,0,0,0,80,21,0,65.8000030517578,41.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89999961853027,0,0,,3.70000004768372,112.300003051758,43.0999984741211
24,Maryland,0509,08/30/2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001490116,0,0,0,0,0,0,0,0,0,0,335.5,244,0,0,0,,3.79999995231628,0,0
42,Pennsylvania,1599,09/01/2009,2,29.7000007629395,14.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,53.2999992370605,20.2999992370605,0,0,0,4,3,0,2.20000004768372,4.90000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7999992370605,0,0,RAVELLING NOT APPEAR ON ENTIRE SITE AS PREVIOUSLY RATED,3.70000004768372,98.1999969482422,2.5
23,Maine,1028,08/26/2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69999980926514,122.099998474121,141.800003051758,0,0,0,6,11,1,9.60000038146973,16.7999992370605,1.70000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20000004768372,0,0,0,0,,3.70000004768372,0,11.8000001907349
34,New Jersey,1033,08/08/2009,4,30.2999992370605,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,256.399993896484,0,0,0,0,7,17,2,7.69999980926514,48.2000007629395,7.40000009536743,0,0,0,0,0,1,0,0,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,167.300003051758,49.5999984741211
37,North Carolina,0801,11/10/2007,1,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6000003814697,0,0,PAVEMENT SURFACE HAS RIPPLING/WAVES,3.20000004768372,287,0
37,North Carolina,0802,11/10/2007,1,364.899993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1000003814697,0,0,PAINT LINE CRACKING THROUGHOUT (CL & SHOULDER),3.09999990463257,270.5,0
37,North Carolina,0859,11/10/2007,1,386.299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2999992370605,0,0,PAINT LINE CRACKING THROUGHOUT (CL & SHOULDER),3.29999995231628,237.300003051758,0
37,North Carolina,1814,11/13/2007,2,117.5,26.1000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,45.9000015258789,2.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"WP'S SHIFTED TOWARDS CL, SITE UPHILL SLOPE, CURVES TO THE LEFT",3.70000004768372,243.5,41.0999984741211
37,North Carolina,1817,02/05/2008,5,84.8000030517578,0,0,0,0,0,0,0,0,1.20000004768372,0,0,0,0,0,154,0,0,0,0,0,1,0,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BWP SHOWING SIGNS OF FATIGUE AT BEGINNING STAGE,3.59999990463257,142.5,0
37,North Carolina,2819,02/06/2008,3,1.79999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,9.80000019073486,0,0,0,0,21,3,0,15.3000001907349,6.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,9,7.19999980926514
37,North Carolina,2824,02/07/2008,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,18.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOTICEABLE WHEEL RUTS ON BWP,3.70000004768372,0,0
37,North Carolina,0903,02/08/2008,1,39.2999992370605,43.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30000019073486,0,0,0,0,0,15,0,0,11.6999998092651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOW SEVERITY WHEEL RUTTING, LOSS OF BINDER, NOT RATED AS RAVELLING",3.70000004768372,192.800003051758,0
37,North Carolina,0902,02/08/2008,1,47.2000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0999984741211,0,0,0,0,0,49,0,0,48.4000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,105.400001525879,10
37,North Carolina,0901,02/08/2008,1,35.5999984741211,2.09999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,148.899993896484,0,0,0,0,0,29,0,0,16.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MULTIPLE TRANS CRACKS ARE LESS THAN 0.3M LENGTH, NOT RATED, THROUGHOUT SECTION",3.70000004768372,95,2.40000009536743
37,North Carolina,1040,11/14/2007,2,27.2999992370605,68.5999984741211,5,0,0,0,0,0,0,0,0,0,0,0,0,4.90000009536743,24.5,11.5,0,0,0,39,16,4,25.6000003814697,11.6999998092651,3.90000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAINT LINE CRACKING THROUGHOUT SECTION,3.59999990463257,225.399993896484,4.30000019073486
37,North Carolina,1992,11/29/2007,2,12.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.699996948242,0,0,0,0,0,32,0,0,18.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,66,0
37,North Carolina,1645,11/30/2007,3,6.69999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,37.2999992370605,0
37,North Carolina,1006,12/03/2007,3,60,141.899993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,6,0,0,3.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,ENTIRE SECTION IS RAVELLING,3.70000004768372,260.200012207031,0
37,North Carolina,1028,12/05/2007,2,124.900001525879,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,0,0,2.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FATIGUE HAS DEVELOPED IN AND AROUND BOTH WP'S SINCE LAST SURVEY (2003),3.70000004768372,252,0
24,Maryland,2401,02/27/2008,2,0,213.5,144.899993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.400001525879,0,0,0,26,0,0,8.89999961853027,0,0,0,0,0,0,0,1,0,0,21.3999996185303,0,0,0,0,0,0,0,0,0,0,45.7999992370605,0,0,,3.70000004768372,304.799987792969,0
36,New York,0802,05/20/2008,1,40.5,69.4000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,84,62.7000007629395,146.100006103516,0,0,0,23,3,0,10.3000001907349,2.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,165.5,0
24,Maryland,0505,04/08/2009,4,5.30000019073486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.699996948242,18.7999992370605,0,0,0,0,2,1,0,0.699999988079071,3.70000004768372,0,0,0,0,2,0,0,471.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,17.6000003814697,3.70000004768372
